created_at,keyword,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean,predicted_label,predicted
Mon Mar 25 21:34:06 +0000 2024,golkar,Mending kemenku dipegang Pak Chatib Basri. Terus menteri investasi Pak Wishnu Wardana. Biar si Bahlil gak dapat jatah wkwkwk Kalau aku jadi Pak Airlangga melakukan operasi melemahkan Bahlil soalnya bakal mengancam kursi Golkar 1. Jika terlalu dibiarkan,Better I was held by Pak Chatib Basri.Then the Minister of Investment Pak Wishnu Wardana.So that the bahlil can not get a ration time if I become a pack of airlangga doing an operation weaken bahlil because it will threaten the golkar chair 1. If it is too left,Better I was held by Pak Chatib Basri Then the Minister of Investment Pak Wishnu Wardana So that the bahlil can not get a ration time if I become a pack of airlangga doing an operation weaken bahlil because it will threaten the golkar chair  If it is too left,better i was held by pak chatib basri then the minister of investment pak wishnu wardana so that the bahlil can not get a ration time if i become a pack of airlangga doing an operation weaken bahlil because it will threaten the golkar chair  if it is too left,better held chatib basri minister investment wishnu wardana bahlil get ration time become pack airlangga operation weaken bahlil threaten golkar chair left,"['better', 'held', 'chatib', 'basri', 'minister', 'investment', 'wishnu', 'wardana', 'bahlil', 'get', 'ration', 'time', 'become', 'pack', 'airlangga', 'operation', 'weaken', 'bahlil', 'threaten', 'golkar', 'chair', 'left']","['better', 'held', 'chatib', 'basri', 'minist', 'invest', 'wishnu', 'wardana', 'bahlil', 'get', 'ration', 'time', 'becom', 'pack', 'airlangga', 'oper', 'weaken', 'bahlil', 'threaten', 'golkar', 'chair', 'left']",better held chatib basri minist invest wishnu wardana bahlil get ration time becom pack airlangga oper weaken bahlil threaten golkar chair left,positive,0.9982416
Mon Mar 25 21:29:26 +0000 2024,golkar,@DedynurPalakka Suharto 32 tahun berkuasa hasilnya luar biasa dan betul ada kekurangannya dwi fungsi TNI Golkar sipil tidak bisa bergerak tapi banyak hal positifnya penjilatnya udah pasti ada nah ini 9 tahun luar biasaaaaa penjilat2 bayaran yg tanpa malu mengungkapkan keberhasilan bedak,@Dedynurpalakka suharto 32 years powerful the results are extraordinary and there is a shortage of the function of the Golkar TNI Civil Golkar Function can not move but many positive things are already there is definitely there is 9 years extraordinary,suharto  years powerful the results are extraordinary and there is a shortage of the function of the Golkar TNI Civil Golkar Function can not move but many positive things are already there is definitely there is  years extraordinary,suharto  years powerful the results are extraordinary and there is a shortage of the function of the golkar tni civil golkar function can not move but many positive things are already there is definitely there is  years extraordinary,suharto years powerful results extraordinary shortage function golkar tni civil golkar function move many positive things already definitely years extraordinary,"['suharto', 'years', 'powerful', 'results', 'extraordinary', 'shortage', 'function', 'golkar', 'tni', 'civil', 'golkar', 'function', 'move', 'many', 'positive', 'things', 'already', 'definitely', 'years', 'extraordinary']","['suharto', 'year', 'power', 'result', 'extraordinari', 'shortag', 'function', 'golkar', 'tni', 'civil', 'golkar', 'function', 'move', 'mani', 'posit', 'thing', 'alreadi', 'definit', 'year', 'extraordinari']",suharto year power result extraordinari shortag function golkar tni civil golkar function move mani posit thing alreadi definit year extraordinari,positive,0.9999897
Mon Mar 25 21:18:05 +0000 2024,golkar,@rachlannashidik Nyatanya Demokrat turun kursinya....GOLKAR PAN GERINDRA Naik....tak perlu lah menyalahkan soal penghianatan....atau memang harus begitu supaya tambah jatah kursi menteri lagi...naif,@rachlannashid in fact Democrats descend their chairs ... Golkar Pan Gerindra rises ... no need to blame about betrayal ... or indeed it must be so so that it is added to the minister's seat again ... naive,in fact Democrats descend their chairs Golkar Pan Gerindra rises no need to blame about betrayal or indeed it must be so so that it is added to the minister s seat again naive,in fact democrats descend their chairs golkar pan gerindra rises no need to blame about betrayal or indeed it must be so so that it is added to the minister s seat again naive,fact democrats descend chairs golkar pan gerindra rises need blame betrayal indeed must added minister seat naive,"['fact', 'democrats', 'descend', 'chairs', 'golkar', 'pan', 'gerindra', 'rises', 'need', 'blame', 'betrayal', 'indeed', 'must', 'added', 'minister', 'seat', 'naive']","['fact', 'democrat', 'descend', 'chair', 'golkar', 'pan', 'gerindra', 'rise', 'need', 'blame', 'betray', 'inde', 'must', 'ad', 'minist', 'seat', 'naiv']",fact democrat descend chair golkar pan gerindra rise need blame betray inde must ad minist seat naiv,positive,1
Mon Mar 25 21:12:21 +0000 2024,golkar,@kumparan Sependek pengetahuan saya Partai Gerindra Partai Golkar dan partai lainnya yg juga merupakan pengusung dan pendukung Prabowo-Gibran menggugat hasil pemilihan ke MK. Apakah mereka juga cengeng? Tentunya bukan.,@Payaran as short as my knowledge of the Golkar Party Gerindra Party and other parties who are also supporters and supporters of Prabowo-Gibran sued the results of the election to the Court.Are they also whiny?Certainly not.,as short as my knowledge of the Golkar Party Gerindra Party and other parties who are also supporters and supporters of Prabowo Gibran sued the results of the election to the Court Are they also whiny Certainly not,as short as my knowledge of the golkar party gerindra party and other parties who are also supporters and supporters of prabowo gibran sued the results of the election to the court are they also whiny certainly not,short knowledge golkar party gerindra party parties also supporters supporters prabowo gibran sued results election court also whiny certainly,"['short', 'knowledge', 'golkar', 'party', 'gerindra', 'party', 'parties', 'also', 'supporters', 'supporters', 'prabowo', 'gibran', 'sued', 'results', 'election', 'court', 'also', 'whiny', 'certainly']","['short', 'knowledg', 'golkar', 'parti', 'gerindra', 'parti', 'parti', 'also', 'support', 'support', 'prabowo', 'gibran', 'su', 'result', 'elect', 'court', 'also', 'whini', 'certainli']",short knowledg golkar parti gerindra parti parti also support support prabowo gibran su result elect court also whini certainli,negative,0.12612373
Mon Mar 25 21:08:20 +0000 2024,golkar,@handajani23 Bagus ingatt ppp hancur tumbang karena kemunafikan partai Islam jadi korban padahal pelaku utama Golkar penguasa di lanjutkan PDI p... Ayoo rebut pertahankan suara Islam di satu partai,@Handajani23 Bagus Remember PPP was destroyed because the hypocrisy of the Islamic party became a victim even though the main actors of the ruling Golkar were continued by PDI P ... ayoo to keep the votes of Islam in one party,Bagus Remember PPP was destroyed because the hypocrisy of the Islamic party became a victim even though the main actors of the ruling Golkar were continued by PDI P ayoo to keep the votes of Islam in one party,bagus remember ppp was destroyed because the hypocrisy of the islamic party became a victim even though the main actors of the ruling golkar were continued by pdi p ayoo to keep the votes of islam in one party,bagus remember ppp destroyed hypocrisy islamic party became victim even though main actors ruling golkar continued pdi p ayoo keep votes islam one party,"['bagus', 'remember', 'ppp', 'destroyed', 'hypocrisy', 'islamic', 'party', 'became', 'victim', 'even', 'though', 'main', 'actors', 'ruling', 'golkar', 'continued', 'pdi', 'p', 'ayoo', 'keep', 'votes', 'islam', 'one', 'party']","['bagu', 'rememb', 'ppp', 'destroy', 'hypocrisi', 'islam', 'parti', 'becam', 'victim', 'even', 'though', 'main', 'actor', 'rule', 'golkar', 'continu', 'pdi', 'p', 'ayoo', 'keep', 'vote', 'islam', 'one', 'parti']",bagu rememb ppp destroy hypocrisi islam parti becam victim even though main actor rule golkar continu pdi p ayoo keep vote islam one parti,positive,1
Mon Mar 25 20:42:18 +0000 2024,golkar,Partai Golkar menegaskan tidak akan mengusung Edy Rahmayadi di Pilgub Sumut 2024 https://t.co/X9nmm2ApBu,The Golkar Party insists it will not carry Edy Rahmayadi in the North Sumatra Pilgub 2024 https://t.co/x9nmm2apbu,The Golkar Party insists it will not carry Edy Rahmayadi in the North Sumatra Pilgub  https t co xnmmapbu,the golkar party insists it will not carry edy rahmayadi in the north sumatra pilgub  https t co xnmmapbu,golkar party insists carry edy rahmayadi north sumatra pilgub https co xnmmapbu,"['golkar', 'party', 'insists', 'carry', 'edy', 'rahmayadi', 'north', 'sumatra', 'pilgub', 'https', 'co', 'xnmmapbu']","['golkar', 'parti', 'insist', 'carri', 'edi', 'rahmayadi', 'north', 'sumatra', 'pilgub', 'http', 'co', 'xnmmapbu']",golkar parti insist carri edi rahmayadi north sumatra pilgub http co xnmmapbu,positive,0.9977725
Mon Mar 25 20:19:04 +0000 2024,golkar,@yangmi3prnew Jangan sampai peristiwa 2014 terulang kembali karena ulah golkar gerindra &amp; pks,@yangmi3prnew Don't let the 2014 events happen again because Golkar Gerindra & amp;PKS,Don t let the  events happen again because Golkar Gerindra amp PKS,don t let the  events happen again because golkar gerindra amp pks,let events happen golkar gerindra amp pks,"['let', 'events', 'happen', 'golkar', 'gerindra', 'amp', 'pks']","['let', 'event', 'happen', 'golkar', 'gerindra', 'amp', 'pk']",let event happen golkar gerindra amp pk,negative,0.000124256
Mon Mar 25 20:15:02 +0000 2024,golkar,Aglomerasi Jakarta Politisi Golkar Sarankan Ubah Pola Pembangunan https://t.co/ViqQVQxVFi,AGLOMERATION JAKARTA Golkar Politicians Suggest Change Development Patterns https://t.co/viqqvqxvfi,AGLOMERATION JAKARTA Golkar Politicians Suggest Change Development Patterns https t co viqqvqxvfi,aglomeration jakarta golkar politicians suggest change development patterns https t co viqqvqxvfi,aglomeration jakarta golkar politicians suggest change development patterns https co viqqvqxvfi,"['aglomeration', 'jakarta', 'golkar', 'politicians', 'suggest', 'change', 'development', 'patterns', 'https', 'co', 'viqqvqxvfi']","['aglomer', 'jakarta', 'golkar', 'politician', 'suggest', 'chang', 'develop', 'pattern', 'http', 'co', 'viqqvqxvfi']",aglomer jakarta golkar politician suggest chang develop pattern http co viqqvqxvfi,positive,0.99999934
Mon Mar 25 20:10:44 +0000 2024,golkar,@NenkMonica Golkar minta jatah 5 kursi Demokrat gk mau kalah wkwkwk...,@Nenkmonica Golkar asks for 5 Democratic seats I don't want to lose ...,Golkar asks for  Democratic seats I don t want to lose,golkar asks for  democratic seats i don t want to lose,golkar asks democratic seats want lose,"['golkar', 'asks', 'democratic', 'seats', 'want', 'lose']","['golkar', 'ask', 'democrat', 'seat', 'want', 'lose']",golkar ask democrat seat want lose,negative,0.48441073
Mon Mar 25 20:04:57 +0000 2024,golkar,@H4T14K4LN4L42 @jokowi @prabowo @Gerindra @golkar @PartaiPAN Bentar lagi Tuhan jg lu salahin drun emang ga punya otak kau KLO otak buat kesalahan terus mendingan mati aje lu jadi beban ortu,"@H4t14k4ln4l42 @jokowi @prabowo @gerindra @golkar @partaipan soon God also blames you don't have your brain if your brain is to keep dead, you're a burden on your parents",soon God also blames you don t have your brain if your brain is to keep dead you re a burden on your parents,soon god also blames you don t have your brain if your brain is to keep dead you re a burden on your parents,soon god also blames brain brain keep dead burden parents,"['soon', 'god', 'also', 'blames', 'brain', 'brain', 'keep', 'dead', 'burden', 'parents']","['soon', 'god', 'also', 'blame', 'brain', 'brain', 'keep', 'dead', 'burden', 'parent']",soon god also blame brain brain keep dead burden parent,positive,1
Mon Mar 25 19:48:45 +0000 2024,golkar,@Gojekmilitan Coba aja bran gw gak sabar golkar hancur lebur dimasa depan,@Gojekmilitan just try bran I can't wait for Golkar to be destroyed in the future,just try bran I can t wait for Golkar to be destroyed in the future,just try bran i can t wait for golkar to be destroyed in the future,try bran wait golkar destroyed future,"['try', 'bran', 'wait', 'golkar', 'destroyed', 'future']","['tri', 'bran', 'wait', 'golkar', 'destroy', 'futur']",tri bran wait golkar destroy futur,negative,0.056660723
Mon Mar 25 19:46:20 +0000 2024,golkar,Isu Kaesang dan Istri akan Maju di Pilkada Kian Membuktikan Jokowi Tak Peduli Etika. Isu Jokowi mengincar kursi ketum Partai Golkar. Bahkan Jokowi disebut-sebut bkl menjadi partai ketua partai-partai koalisi pendukung pemerintahan Prabowo-Gibran kelak. https://t.co/oNoo2gRLRa,The issue of Kaesang and his wife will advance in the elections increasingly prove Jokowi does not care about ethics.Jokowi's issue is eyeing the chair of the Golkar Party's chair.Even Jokowi is said to be BKL to be the party chairman of the coalition parties supporting the Prabowo-Gibran government later.https://t.co/onoo2grlra,The issue of Kaesang and his wife will advance in the elections increasingly prove Jokowi does not care about ethics Jokowi s issue is eyeing the chair of the Golkar Party s chair Even Jokowi is said to be BKL to be the party chairman of the coalition parties supporting the Prabowo Gibran government later https t co onoogrlra,the issue of kaesang and his wife will advance in the elections increasingly prove jokowi does not care about ethics jokowi s issue is eyeing the chair of the golkar party s chair even jokowi is said to be bkl to be the party chairman of the coalition parties supporting the prabowo gibran government later https t co onoogrlra,issue kaesang wife advance elections increasingly prove jokowi care ethics jokowi issue eyeing chair golkar party chair even jokowi said bkl party chairman coalition parties supporting prabowo gibran government later https co onoogrlra,"['issue', 'kaesang', 'wife', 'advance', 'elections', 'increasingly', 'prove', 'jokowi', 'care', 'ethics', 'jokowi', 'issue', 'eyeing', 'chair', 'golkar', 'party', 'chair', 'even', 'jokowi', 'said', 'bkl', 'party', 'chairman', 'coalition', 'parties', 'supporting', 'prabowo', 'gibran', 'government', 'later', 'https', 'co', 'onoogrlra']","['issu', 'kaesang', 'wife', 'advanc', 'elect', 'increasingli', 'prove', 'jokowi', 'care', 'ethic', 'jokowi', 'issu', 'eye', 'chair', 'golkar', 'parti', 'chair', 'even', 'jokowi', 'said', 'bkl', 'parti', 'chairman', 'coalit', 'parti', 'support', 'prabowo', 'gibran', 'govern', 'later', 'http', 'co', 'onoogrlra']",issu kaesang wife advanc elect increasingli prove jokowi care ethic jokowi issu eye chair golkar parti chair even jokowi said bkl parti chairman coalit parti support prabowo gibran govern later http co onoogrlra,positive,0.999967
Mon Mar 25 19:39:11 +0000 2024,golkar,Golkar Blacklist Edy Rahmayadi di Pilgub Sumut 2024: Beliau Sangat Menyakitkan Kami https://t.co/JBKjk9AMng,Golkar Blacklist Edy Rahmayadi in North Sumatra Pilgub 2024: He is very painful for us https://t.co/jbkjk9amng,Golkar Blacklist Edy Rahmayadi in North Sumatra Pilgub  He is very painful for us https t co jbkjkamng,golkar blacklist edy rahmayadi in north sumatra pilgub  he is very painful for us https t co jbkjkamng,golkar blacklist edy rahmayadi north sumatra pilgub painful us https co jbkjkamng,"['golkar', 'blacklist', 'edy', 'rahmayadi', 'north', 'sumatra', 'pilgub', 'painful', 'us', 'https', 'co', 'jbkjkamng']","['golkar', 'blacklist', 'edi', 'rahmayadi', 'north', 'sumatra', 'pilgub', 'pain', 'us', 'http', 'co', 'jbkjkamng']",golkar blacklist edi rahmayadi north sumatra pilgub pain us http co jbkjkamng,positive,0.90831953
Mon Mar 25 19:23:07 +0000 2024,golkar,PDIP Peringatkan Golkar soal Kursi Ketua DPR: Kami Ada Batas Kesabaran https://t.co/8LTDxCogYr https://t.co/erLWVnfNTd,PDIP warns Golkar about the chair of the Speaker of the DPR: We have a patience limit https://t.co/8ltdxcogyr https://t.co/erlwvnfntd,PDIP warns Golkar about the chair of the Speaker of the DPR We have a patience limit https t co ltdxcogyr https t co erlwvnfntd,pdip warns golkar about the chair of the speaker of the dpr we have a patience limit https t co ltdxcogyr https t co erlwvnfntd,pdip warns golkar chair speaker dpr patience limit https co ltdxcogyr https co erlwvnfntd,"['pdip', 'warns', 'golkar', 'chair', 'speaker', 'dpr', 'patience', 'limit', 'https', 'co', 'ltdxcogyr', 'https', 'co', 'erlwvnfntd']","['pdip', 'warn', 'golkar', 'chair', 'speaker', 'dpr', 'patienc', 'limit', 'http', 'co', 'ltdxcogyr', 'http', 'co', 'erlwvnfntd']",pdip warn golkar chair speaker dpr patienc limit http co ltdxcogyr http co erlwvnfntd,positive,0.99994993
Mon Mar 25 19:17:29 +0000 2024,golkar,Dia maju ke provinsi dapil Bintan-Lingga tapi kalah sama orang Lingga di kursi keduanya Golkar,He advanced to the province of Bintan-Lingga electoral district but lost to the Lingga people in their second seat Golkar,He advanced to the province of Bintan Lingga electoral district but lost to the Lingga people in their second seat Golkar,he advanced to the province of bintan lingga electoral district but lost to the lingga people in their second seat golkar,advanced province bintan lingga electoral district lost lingga people second seat golkar,"['advanced', 'province', 'bintan', 'lingga', 'electoral', 'district', 'lost', 'lingga', 'people', 'second', 'seat', 'golkar']","['advanc', 'provinc', 'bintan', 'lingga', 'elector', 'district', 'lost', 'lingga', 'peopl', 'second', 'seat', 'golkar']",advanc provinc bintan lingga elector district lost lingga peopl second seat golkar,positive,0.9999987
Mon Mar 25 19:12:04 +0000 2024,golkar,@kompascom Kalo gitu bisa dong partai anda itu bersama golkar dll. Mensahkan undang2 perampasan aset koruptor?,@kompascom If so can your party with Golkar etc.Ratify the law of deprivation of corrupt assets?,If so can your party with Golkar etc Ratify the law of deprivation of corrupt assets,if so can your party with golkar etc ratify the law of deprivation of corrupt assets,party golkar etc ratify law deprivation corrupt assets,"['party', 'golkar', 'etc', 'ratify', 'law', 'deprivation', 'corrupt', 'assets']","['parti', 'golkar', 'etc', 'ratifi', 'law', 'depriv', 'corrupt', 'asset']",parti golkar etc ratifi law depriv corrupt asset,negative,3.06E-05
