created_at,keyword,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean,predicted_label,predicted
Mon Mar 25 17:50:32 +0000 2024,ppp,@msaid_didu @psi_id Mrk lg pusing klo gak ada Paman Usman PPP bakal bangkit dari kubur... #hahaha https://t.co/uixGY9PXHY,@msaid_didu @psi_id mrk lg dizzy if there is no uncle usman ppp will rise from the grave ... #hahaha https://t.co/uixgy9pxhy,mrk lg dizzy if there is no uncle usman ppp will rise from the grave hahaha https t co uixgypxhy,mrk lg dizzy if there is no uncle usman ppp will rise from the grave hahaha https t co uixgypxhy,mrk lg dizzy uncle usman ppp rise grave hahaha https co uixgypxhy,"['mrk', 'lg', 'dizzy', 'uncle', 'usman', 'ppp', 'rise', 'grave', 'hahaha', 'https', 'co', 'uixgypxhy']","['mrk', 'lg', 'dizzi', 'uncl', 'usman', 'ppp', 'rise', 'grave', 'hahaha', 'http', 'co', 'uixgypxhi']",mrk lg dizzi uncl usman ppp rise grave hahaha http co uixgypxhi,negative,3.64E-10
Mon Mar 25 16:49:21 +0000 2024,ppp,@lolipo_ppp udah borahae bangat ini,@lolipo_ppp already borahae this is very,already borahae this is very,already borahae this is very,already borahae,"['already', 'borahae']","['alreadi', 'boraha']",alreadi boraha,positive,0.99683046
Mon Mar 25 16:48:35 +0000 2024,ppp,@lolipo_ppp NGHHH ANAKKU SEMOGA PULANG,"@lolipo_ppp nghhh my son, hopefully home",nghhh my son hopefully home,nghhh my son hopefully home,nghhh son hopefully home,"['nghhh', 'son', 'hopefully', 'home']","['nghhh', 'son', 'hope', 'home']",nghhh son hope home,positive,1
Mon Mar 25 16:47:57 +0000 2024,ppp,@lolipo_ppp Mauu kaa,@lolipo_ppp mauu kaa,mauu kaa,mauu kaa,mauu kaa,"['mauu', 'kaa']","['mauu', 'kaa']",mauu kaa,negative,0.09095341
Mon Mar 25 16:46:41 +0000 2024,ppp,@lolipo_ppp MAUUU MAUU MAUUU,@lolipo_ppp Mauuu Mauu Mauuu,Mauuu Mauu Mauuu,mauuu mauu mauuu,mauuu mauu mauuu,"['mauuu', 'mauu', 'mauuu']","['mauuu', 'mauu', 'mauuu']",mauuu mauu mauuu,positive,1
Mon Mar 25 16:46:03 +0000 2024,ppp,@lolipo_ppp MAUUUU HUA MAUU,@lolipo_ppp mauuuu hua mauu,mauuuu hua mauu,mauuuu hua mauu,mauuuu hua mauu,"['mauuuu', 'hua', 'mauu']","['mauuuu', 'hua', 'mauu']",mauuuu hua mauu,negative,0.10154102
Mon Mar 25 16:45:35 +0000 2024,ppp,@lolipo_ppp Mauuu kak pir,@lolipo_ppp mauuu sis pir,mauuu sis pir,mauuu sis pir,mauuu sis pir,"['mauuu', 'sis', 'pir']","['mauuu', 'si', 'pir']",mauuu si pir,positive,0.9999999
Mon Mar 25 16:45:07 +0000 2024,ppp,@lolipo_ppp Mauuuuu banget,@lolipo_pppp really,really,really,really,['really'],['realli'],realli,positive,0.99864876
Mon Mar 25 16:44:30 +0000 2024,ppp,@lolipo_ppp MAUUUUUU HUWEE,@lolipo_ppp mauuuuuu huwee,mauuuuuu huwee,mauuuuuu huwee,mauuuuuu huwee,"['mauuuuuu', 'huwee']","['mauuuuuu', 'huwe']",mauuuuuu huwe,negative,0.000546433
Mon Mar 25 16:42:45 +0000 2024,ppp,Udah lama mati sayang ️ pendiri ppp kontra jokowi akhirnya pecah kongsi sampe sekarang.,It's been a long time to death dear ️ PPP founder cons Jokowi finally broke the joint partner until now.,It s been a long time to death dear PPP founder cons Jokowi finally broke the joint partner until now,it s been a long time to death dear ppp founder cons jokowi finally broke the joint partner until now,long time death dear ppp founder cons jokowi finally broke joint partner,"['long', 'time', 'death', 'dear', 'ppp', 'founder', 'cons', 'jokowi', 'finally', 'broke', 'joint', 'partner']","['long', 'time', 'death', 'dear', 'ppp', 'founder', 'con', 'jokowi', 'final', 'broke', 'joint', 'partner']",long time death dear ppp founder con jokowi final broke joint partner,positive,1
Mon Mar 25 16:42:05 +0000 2024,ppp,@lolipo_ppp Itu tangan cpt amat dah apa pada stay di shopee ya,@lolipo_ppp is a very cpt hand already on the shopee huh,is a very cpt hand already on the shopee huh,is a very cpt hand already on the shopee huh,cpt hand already shopee huh,"['cpt', 'hand', 'already', 'shopee', 'huh']","['cpt', 'hand', 'alreadi', 'shope', 'huh']",cpt hand alreadi shope huh,negative,8.50E-05
Mon Mar 25 16:41:44 +0000 2024,ppp,@lolipo_ppp mawuuuu,@lolipo_ppp mawuuuu,mawuuuu,mawuuuu,mawuuuu,['mawuuuu'],['mawuuuu'],mawuuuu,negative,0.3543138
Mon Mar 25 16:40:43 +0000 2024,ppp,@lolipo_ppp plis baru liat ,@lolipo_ppp plis just see,plis just see,plis just see,plis see,"['plis', 'see']","['pli', 'see']",pli see,positive,0.85092264
Mon Mar 25 16:40:39 +0000 2024,ppp,@MUHAMAD_PPP Ewewwwwwwwww,@Muhamad_ppp wwwwwwwwwwwwwwww,wwwwwwwwwwwwwwww,wwwwwwwwwwwwwwww,wwwwwwwwwwwwwwww,['wwwwwwwwwwwwwwww'],['wwwwwwwwwwwwwwww'],wwwwwwwwwwwwwwww,positive,0.99657255
Mon Mar 25 16:39:48 +0000 2024,ppp,@lolipo_ppp siapa deh yg dapet? duduk diatas tower kah kamu kak?,"@lolipo_pppp who can?Sitting on your tower, sis?",who can Sitting on your tower sis,who can sitting on your tower sis,sitting tower sis,"['sitting', 'tower', 'sis']","['sit', 'tower', 'si']",sit tower si,positive,0.9999998
Mon Mar 25 16:39:07 +0000 2024,ppp,@Lagusneta Real P$G Dortmund Cervezeros FC,@Lagusneta real p $ g dortmund cervezeros fc,real p g dortmund cervezeros fc,real p g dortmund cervezeros fc,real p g dortmund cervezeros fc,"['real', 'p', 'g', 'dortmund', 'cervezeros', 'fc']","['real', 'p', 'g', 'dortmund', 'cervezero', 'fc']",real p g dortmund cervezero fc,positive,0.77969295
Mon Mar 25 16:39:01 +0000 2024,ppp,@lolipo_ppp Udh habis,@lolipo_ppp already run out,already run out,already run out,already run,"['already', 'run']","['alreadi', 'run']",alreadi run,negative,0.003868596
Mon Mar 25 16:38:43 +0000 2024,ppp,@lolipo_ppp Cepat banget ya Allah,"@lolipo_pppp really fast, O Allah",really fast O Allah,really fast o allah,really fast allah,"['really', 'fast', 'allah']","['realli', 'fast', 'allah']",realli fast allah,positive,0.99790746
Mon Mar 25 16:37:57 +0000 2024,ppp,@lolipo_ppp Cepet amat sih https://t.co/RGRSHz59ax,@lolipo_ppp very fast https://t.co/rgrshz59ax,very fast https t co rgrshzax,very fast https t co rgrshzax,fast https co rgrshzax,"['fast', 'https', 'co', 'rgrshzax']","['fast', 'http', 'co', 'rgrshzax']",fast http co rgrshzax,positive,0.9970613
Mon Mar 25 16:37:53 +0000 2024,ppp,@lolipo_ppp Pasrah https://t.co/oErPxPKrnQ,@lolipo_ppp resigned https://t.co/oerpxpkrnq,resigned https t co oerpxpkrnq,resigned https t co oerpxpkrnq,resigned https co oerpxpkrnq,"['resigned', 'https', 'co', 'oerpxpkrnq']","['resign', 'http', 'co', 'oerpxpkrnq']",resign http co oerpxpkrnq,negative,0.018143667
Mon Mar 25 16:37:45 +0000 2024,ppp,@lolipo_ppp nghh chimmy dah habes,@lolipo_ppp nghh chimmy dah habes,nghh chimmy dah habes,nghh chimmy dah habes,nghh chimmy habes,"['nghh', 'chimmy', 'habes']","['nghh', 'chimmi', 'habe']",nghh chimmi habe,positive,0.99999976
Mon Mar 25 16:37:29 +0000 2024,ppp,Hasto infonya Hoax abal2 jelas2 branding janggar LowBat menyusutkan perolehan suara PDIP dr 22% jd 16%. lbh sial lg PPP malah sampe tdk masuk parlemen. janggar pembawa sial https://t.co/OPzqHGX8FY,Hasto the info hoaxes are obviously clear branding janggar lowbat shrinking the vote acquisition of PDIP from 22% JD 16%.It's more unlucky PPP until it does not enter the parliament.Janggar Besar Damn https://t.co/opzqhgx8fy,Hasto the info hoaxes are obviously clear branding janggar lowbat shrinking the vote acquisition of PDIP from  JD  It s more unlucky PPP until it does not enter the parliament Janggar Besar Damn https t co opzqhgxfy,hasto the info hoaxes are obviously clear branding janggar lowbat shrinking the vote acquisition of pdip from  jd  it s more unlucky ppp until it does not enter the parliament janggar besar damn https t co opzqhgxfy,hasto info hoaxes obviously clear branding janggar lowbat shrinking vote acquisition pdip unlucky ppp enter parliament janggar damn https co opzqhgxfy,"['hasto', 'info', 'hoaxes', 'obviously', 'clear', 'branding', 'janggar', 'lowbat', 'shrinking', 'vote', 'acquisition', 'pdip', 'unlucky', 'ppp', 'enter', 'parliament', 'janggar', 'damn', 'https', 'co', 'opzqhgxfy']","['hasto', 'info', 'hoax', 'obvious', 'clear', 'brand', 'janggar', 'lowbat', 'shrink', 'vote', 'acquisit', 'pdip', 'unlucki', 'ppp', 'enter', 'parliament', 'janggar', 'damn', 'http', 'co', 'opzqhgxfi']",hasto info hoax obvious clear brand janggar lowbat shrink vote acquisit pdip unlucki ppp enter parliament janggar damn http co opzqhgxfi,positive,0.9999959
Mon Mar 25 16:37:23 +0000 2024,ppp,@lolipo_ppp Mau kak,@lolipo_pppp want sis,want sis,want sis,want sis,"['want', 'sis']","['want', 'si']",want si,negative,0.371146
Mon Mar 25 16:36:46 +0000 2024,ppp,@lolipo_ppp IHHHH MAUUU,@lolipo_ppp ihhhh mauuu,ihhhh mauuu,ihhhh mauuu,ihhhh mauuu,"['ihhhh', 'mauuu']","['ihhhh', 'mauuu']",ihhhh mauuu,positive,0.9999983
Mon Mar 25 16:34:06 +0000 2024,ppp,@lolipo_ppp mau meskipun kepental,@lolipo_ppp want even though,want even though,want even though,want even though,"['want', 'even', 'though']","['want', 'even', 'though']",want even though,positive,0.83363503
Mon Mar 25 16:33:57 +0000 2024,ppp,@lolipo_ppp dah menyerah q mah,@lolipo_pppp already giving up q mah mah,already giving up q mah mah,already giving up q mah mah,already giving q mah mah,"['already', 'giving', 'q', 'mah', 'mah']","['alreadi', 'give', 'q', 'mah', 'mah']",alreadi give q mah mah,positive,0.9841873
Mon Mar 25 16:33:35 +0000 2024,ppp,@lolipo_ppp Mau tp saldoku abisbye,@lolipo_ppp want but habibie balance,want but habibie balance,want but habibie balance,want habibie balance,"['want', 'habibie', 'balance']","['want', 'habibi', 'balanc']",want habibi balanc,positive,0.8259782
Mon Mar 25 16:31:34 +0000 2024,ppp,@dunknatachai KM MAU KMN DANGDUNGGGG,@dunknatachai you want to dangdungppgg,you want to dangdungppgg,you want to dangdungppgg,want dangdungppgg,"['want', 'dangdungppgg']","['want', 'dangdungppgg']",want dangdungppgg,positive,0.99965703
Mon Mar 25 16:31:29 +0000 2024,ppp,@SSEHBAI1 Seriously yeh banda Sadar hai? so a Dr left the seat for this Dako woh bhi jahil daku @MediaCellPPP @PPP_Org @BBhuttoZardari @BakhtawarBZ @AAliZardari @GovtofPakistan. @OfficialDGISPR Sari bhartiyan esei hai ki hia mazak uraya ja raha Awam ka aur kuch nai,@Ssehbai1 Seriously Yeh Banda realized hi?So a Dr. Left the seat for this dako woh bhi jahil daku @mediacellppp @pp_org @bbhuttozardari @bakhtawarbz @aalizardari @govtofpakistan.@Officialdgispr Sari Bhartiyan Esei Hai Ki Hia Mazak Uraya Ja Rahama Aur Aur Kuch Nai,Seriously Yeh Banda realized hi So a Dr Left the seat for this dako woh bhi jahil daku Sari Bhartiyan Esei Hai Ki Hia Mazak Uraya Ja Rahama Aur Aur Kuch Nai,seriously yeh banda realized hi so a dr left the seat for this dako woh bhi jahil daku sari bhartiyan esei hai ki hia mazak uraya ja rahama aur aur kuch nai,seriously yeh banda realized hi left seat dako woh bhi jahil daku sari bhartiyan esei hai ki hia mazak uraya ja rahama aur aur kuch nai,"['seriously', 'yeh', 'banda', 'realized', 'hi', 'left', 'seat', 'dako', 'woh', 'bhi', 'jahil', 'daku', 'sari', 'bhartiyan', 'esei', 'hai', 'ki', 'hia', 'mazak', 'uraya', 'ja', 'rahama', 'aur', 'aur', 'kuch', 'nai']","['serious', 'yeh', 'banda', 'realiz', 'hi', 'left', 'seat', 'dako', 'woh', 'bhi', 'jahil', 'daku', 'sari', 'bhartiyan', 'esei', 'hai', 'ki', 'hia', 'mazak', 'uraya', 'ja', 'rahama', 'aur', 'aur', 'kuch', 'nai']",serious yeh banda realiz hi left seat dako woh bhi jahil daku sari bhartiyan esei hai ki hia mazak uraya ja rahama aur aur kuch nai,positive,0.9996179
Mon Mar 25 16:27:45 +0000 2024,ppp,wipwip https://t.co/jTRi46y1mN,Wipwip https://t.co/jtri46y1mn,Wipwip https t co jtriymn,wipwip https t co jtriymn,wipwip https co jtriymn,"['wipwip', 'https', 'co', 'jtriymn']","['wipwip', 'http', 'co', 'jtriymn']",wipwip http co jtriymn,negative,0.32379007
Thu Apr 04 22:05:41 +0000 2024,ppp,@paperpeaOM haiiiiiiiiiiiiii ppp,@paperpeaom IIIIIIIIIIIIIIIII PPP,IIIIIIIIIIIIIIIII PPP,iiiiiiiiiiiiiiiii ppp,iiiiiiiiiiiiiiiii ppp,"['iiiiiiiiiiiiiiiii', 'ppp']","['iiiiiiiiiiiiiiiii', 'ppp']",iiiiiiiiiiiiiiiii ppp,negative,0.001723924
Thu Apr 04 22:03:37 +0000 2024,ppp,@1CKlS Bleeeeh:PPP,@1ckls bleeeeh: ppp,bleeeeh ppp,bleeeeh ppp,bleeeeh ppp,"['bleeeeh', 'ppp']","['bleeeeh', 'ppp']",bleeeeh ppp,negative,0.14168926
Thu Apr 04 22:00:05 +0000 2024,ppp,Iftar party PPP ex MPA Munwar wasan SB Ki Taraf Si AL Imran restaurant pi 🇱🇾🇱🇾 https://t.co/RpWnRTcowP,Iftar Party PPP Ex MPA Munwar Wasan SB Ki Tahaf Si Al Imran Restaurant Pi 🇱🇾🇱🇾 https://t.co/rpwnrtcowp,Iftar Party PPP Ex MPA Munwar Wasan SB Ki Tahaf Si Al Imran Restaurant Pi https t co rpwnrtcowp,iftar party ppp ex mpa munwar wasan sb ki tahaf si al imran restaurant pi https t co rpwnrtcowp,iftar party ppp ex mpa munwar wasan sb ki tahaf al imran restaurant pi https co rpwnrtcowp,"['iftar', 'party', 'ppp', 'ex', 'mpa', 'munwar', 'wasan', 'sb', 'ki', 'tahaf', 'al', 'imran', 'restaurant', 'pi', 'https', 'co', 'rpwnrtcowp']","['iftar', 'parti', 'ppp', 'ex', 'mpa', 'munwar', 'wasan', 'sb', 'ki', 'tahaf', 'al', 'imran', 'restaur', 'pi', 'http', 'co', 'rpwnrtcowp']",iftar parti ppp ex mpa munwar wasan sb ki tahaf al imran restaur pi http co rpwnrtcowp,negative,0.43908057
Thu Apr 04 21:45:07 +0000 2024,ppp,@blank0429 @PDI_Perjuangan @DPP_PPP @NasDem @DPP_PKB @PKSejahtera kader PDIP yg betul2 pejuang wong cilik terusik hati nuraninya atas sikap petinggi partai yg tdk berani angkat hak angket di DPR? Jd ingat Tuitan Bu dokter @DrEvaChaniago bhw Pak Joko Wido2 bisa2 jd ketum PDIP-skenario yg msk ranah kejutan manis di+ dg quote legend :YNTKTS,"@blank0429 @pdi_perjuangan @dpp_pppp @nasdem @dpp_ppkb @pksejahtera PDIP cadres who are truly Little Wong Wong Conscience Towards the attitude of party officials who do not dare to lift questionnaire rights in the DPR?So remember the tutan mom, the doctor @drevachago, Mr. Joko Wido2 can be a PDIP-Skenario Ketum that is the realm of sweet surprises at+ with the legend quote: yntkts",PDIP cadres who are truly Little Wong Wong Conscience Towards the attitude of party officials who do not dare to lift questionnaire rights in the DPR So remember the tutan mom the doctor Mr Joko Wido can be a PDIP Skenario Ketum that is the realm of sweet surprises at with the legend quote yntkts,pdip cadres who are truly little wong wong conscience towards the attitude of party officials who do not dare to lift questionnaire rights in the dpr so remember the tutan mom the doctor mr joko wido can be a pdip skenario ketum that is the realm of sweet surprises at with the legend quote yntkts,pdip cadres truly little conscience towards attitude party officials dare lift questionnaire rights dpr remember tutan mom doctor mr joko wido pdip skenario ketum realm sweet surprises legend quote yntkts,"['pdip', 'cadres', 'truly', 'little', 'conscience', 'towards', 'attitude', 'party', 'officials', 'dare', 'lift', 'questionnaire', 'rights', 'dpr', 'remember', 'tutan', 'mom', 'doctor', 'mr', 'joko', 'wido', 'pdip', 'skenario', 'ketum', 'realm', 'sweet', 'surprises', 'legend', 'quote', 'yntkts']","['pdip', 'cadr', 'truli', 'littl', 'conscienc', 'toward', 'attitud', 'parti', 'offici', 'dare', 'lift', 'questionnair', 'right', 'dpr', 'rememb', 'tutan', 'mom', 'doctor', 'mr', 'joko', 'wido', 'pdip', 'skenario', 'ketum', 'realm', 'sweet', 'surpris', 'legend', 'quot', 'yntkt']",pdip cadr truli littl conscienc toward attitud parti offici dare lift questionnair right dpr rememb tutan mom doctor mr joko wido pdip skenario ketum realm sweet surpris legend quot yntkt,positive,0.9999977
Thu Apr 04 21:44:23 +0000 2024,ppp,@Anayta_Pahore @BBhuttoZardari Ppp ka to bht kch beth gaya bhai sharm kro or pakistan ki jan chord fo khuda ka wasta tum sb begairton ko,@Anayta_pahore @bbhuttozardari ppp ka to bt kch beth bhai sharm kro or pakistan ki jan chord fo khuda ka Wasta tum SB Begairton,ppp ka to bt kch beth bhai sharm kro or pakistan ki jan chord fo khuda ka Wasta tum SB Begairton,ppp ka to bt kch beth bhai sharm kro or pakistan ki jan chord fo khuda ka wasta tum sb begairton,ppp ka bt kch beth bhai sharm kro pakistan ki jan chord fo khuda ka wasta tum sb begairton,"['ppp', 'ka', 'bt', 'kch', 'beth', 'bhai', 'sharm', 'kro', 'pakistan', 'ki', 'jan', 'chord', 'fo', 'khuda', 'ka', 'wasta', 'tum', 'sb', 'begairton']","['ppp', 'ka', 'bt', 'kch', 'beth', 'bhai', 'sharm', 'kro', 'pakistan', 'ki', 'jan', 'chord', 'fo', 'khuda', 'ka', 'wasta', 'tum', 'sb', 'begairton']",ppp ka bt kch beth bhai sharm kro pakistan ki jan chord fo khuda ka wasta tum sb begairton,positive,0.99999994
Thu Apr 04 21:41:55 +0000 2024,ppp,@apkokyakarna2 @JaipurDialogues Waah be chode China ki PPP GDP dikhake india ki nominal gdp dikhara h,@apkokyakarna2 @jaipurdialogues waah be chode china ki ppp gdp dikhake india ki nominal gdp dikhara h,waah be chode china ki ppp gdp dikhake india ki nominal gdp dikhara h,waah be chode china ki ppp gdp dikhake india ki nominal gdp dikhara h,waah chode china ki ppp gdp dikhake india ki nominal gdp dikhara h,"['waah', 'chode', 'china', 'ki', 'ppp', 'gdp', 'dikhake', 'india', 'ki', 'nominal', 'gdp', 'dikhara', 'h']","['waah', 'chode', 'china', 'ki', 'ppp', 'gdp', 'dikhak', 'india', 'ki', 'nomin', 'gdp', 'dikhara', 'h']",waah chode china ki ppp gdp dikhak india ki nomin gdp dikhara h,negative,0.000330177
Thu Apr 04 21:37:39 +0000 2024,ppp,@siasatpk Joowab yeh hai Jis Tarah N League or PPP Chuntakhib hue hain... ,@siasatpk joowab yeh hai jis tarah n league or ppp chunthib hue hain ...,joowab yeh hai jis tarah n league or ppp chunthib hue hain,joowab yeh hai jis tarah n league or ppp chunthib hue hain,joowab yeh hai jis tarah n league ppp chunthib hue hain,"['joowab', 'yeh', 'hai', 'jis', 'tarah', 'n', 'league', 'ppp', 'chunthib', 'hue', 'hain']","['joowab', 'yeh', 'hai', 'ji', 'tarah', 'n', 'leagu', 'ppp', 'chunthib', 'hue', 'hain']",joowab yeh hai ji tarah n leagu ppp chunthib hue hain,positive,0.9999997
Thu Apr 04 21:36:51 +0000 2024,ppp,@gimmegimmyluv Bukann mertua nya Jihan gak sih Kak (tim Taejihan ),@gimmegimmyluv is not his in -laws Jihan or not Sis (Taejihan Team),is not his in laws Jihan or not Sis Taejihan Team,is not his in laws jihan or not sis taejihan team,laws jihan sis taejihan team,"['laws', 'jihan', 'sis', 'taejihan', 'team']","['law', 'jihan', 'si', 'taejihan', 'team']",law jihan si taejihan team,positive,0.9718637
Thu Apr 04 21:30:14 +0000 2024,ppp,@blank0429 @PDI_Perjuangan @golkar_id @DPP_PKB @NasDem @Official_PAN @DPP_PPP Mereka ketakutan dg bayangan sendiri.,@blank0429 @pdi_perjuangan @golkar_id @dpp_ppkb @nasdem @official_ppan @dpp_pppp they are scared with their own shadow.,they are scared with their own shadow,they are scared with their own shadow,scared shadow,"['scared', 'shadow']","['scare', 'shadow']",scare shadow,negative,2.82E-05
Thu Apr 04 21:28:39 +0000 2024,ppp,@waqas_amjaad Press conference kr k bhe na ayen hamen in ki zarort nhe hamen mafi dy den bs in ko ALLAH ka wasta ha Nleak mein jaen ya ppp mein hm or dhoka afford nhe kr skty mazrat k sath or buzdili to bilkul bhe nhe,@waqas_amjaad press conference kr k b bhe na ayen hamen in ki zarort nhe mafi dy dy bs in ka Allah Ka Wasta hah nleak mein jaen yes ppp mein hm or dhoka afford nhe kr skty mazrat k sath or buzdili to bilkul bilkul bilkul,press conference kr k b bhe na ayen hamen in ki zarort nhe mafi dy dy bs in ka Allah Ka Wasta hah nleak mein jaen yes ppp mein hm or dhoka afford nhe kr skty mazrat k sath or buzdili to bilkul bilkul bilkul,press conference kr k b bhe na ayen hamen in ki zarort nhe mafi dy dy bs in ka allah ka wasta hah nleak mein jaen yes ppp mein hm or dhoka afford nhe kr skty mazrat k sath or buzdili to bilkul bilkul bilkul,press conference kr k b bhe na ayen hamen ki zarort nhe mafi dy dy ka allah ka wasta hah nleak mein jaen yes ppp mein hm dhoka afford nhe kr skty mazrat k sath buzdili bilkul bilkul bilkul,"['press', 'conference', 'kr', 'k', 'b', 'bhe', 'na', 'ayen', 'hamen', 'ki', 'zarort', 'nhe', 'mafi', 'dy', 'dy', 'ka', 'allah', 'ka', 'wasta', 'hah', 'nleak', 'mein', 'jaen', 'yes', 'ppp', 'mein', 'hm', 'dhoka', 'afford', 'nhe', 'kr', 'skty', 'mazrat', 'k', 'sath', 'buzdili', 'bilkul', 'bilkul', 'bilkul']","['press', 'confer', 'kr', 'k', 'b', 'bhe', 'na', 'ayen', 'hamen', 'ki', 'zarort', 'nhe', 'mafi', 'dy', 'dy', 'ka', 'allah', 'ka', 'wasta', 'hah', 'nleak', 'mein', 'jaen', 'ye', 'ppp', 'mein', 'hm', 'dhoka', 'afford', 'nhe', 'kr', 'skti', 'mazrat', 'k', 'sath', 'buzdili', 'bilkul', 'bilkul', 'bilkul']",press confer kr k b bhe na ayen hamen ki zarort nhe mafi dy dy ka allah ka wasta hah nleak mein jaen ye ppp mein hm dhoka afford nhe kr skti mazrat k sath buzdili bilkul bilkul bilkul,positive,1
Thu Apr 04 21:25:25 +0000 2024,ppp,@banbhanaamir @BBhuttoZardari @ShahNafisa @Bhuttoiest @banbhan_raza @786_bhayo @YasirRahmat_PPP @AlizaBajari @SuhailGadehi @ShaziaAttaMarri @RazaqGadehi @PPPDigitalSindh @LalaRaheemBullo MashaAllah,@banbhanaamir @bbhuttozardari @shahnafisa @bhuttoiest @banbhan_raza @786_bhayo @yasirrahmat_ppp @alizabajari @suhailgadehi @shaziaatamamarri @razaqgadehi @ppdigitsindh,,,,[],[],,negative,0.01758932
Thu Apr 04 21:24:22 +0000 2024,ppp,@tanyakanrl YAALLAH INI MAH BISA BISA FIRST DATE NYA KE POLSEK NDER ,@asking yaallah this can be the first date to the nder police station,yaallah this can be the first date to the nder police station,yaallah this can be the first date to the nder police station,yaallah first date nder police station,"['yaallah', 'first', 'date', 'nder', 'police', 'station']","['yaallah', 'first', 'date', 'nder', 'polic', 'station']",yaallah first date nder polic station,positive,0.99999994
Thu Apr 04 21:13:18 +0000 2024,ppp,Ppp Info jodoh yg kyk mas djiwa,Ppp info djiwa djiwa,Ppp info djiwa djiwa,ppp info djiwa djiwa,ppp info djiwa djiwa,"['ppp', 'info', 'djiwa', 'djiwa']","['ppp', 'info', 'djiwa', 'djiwa']",ppp info djiwa djiwa,negative,3.89E-06
Thu Apr 04 21:09:33 +0000 2024,ppp,President PPP City Tando Mir Ali Adv Kashif Raza Banbhan &amp; Respectable Dr Syeda Nafisa Shah Jillani. @ShahNafisa @banbhan_raza #SalamShaheedBhutto https://t.co/c6g33AJKyE,President PPP City Tando Mir Ali Ali Adv Kashif Raza Banbhan & amp;Respectable Dr. Syeda Nafisa Shah Jillani.@Shahnafisa @banbhan_raza #salamshaheedbhutto https://t.co/c6g33ajkye,President PPP City Tando Mir Ali Ali Adv Kashif Raza Banbhan amp Respectable Dr Syeda Nafisa Shah Jillani salamshaheedbhutto https t co cgajkye,president ppp city tando mir ali ali adv kashif raza banbhan amp respectable dr syeda nafisa shah jillani salamshaheedbhutto https t co cgajkye,president ppp city tando mir ali ali adv kashif raza banbhan amp respectable syeda nafisa shah jillani salamshaheedbhutto https co cgajkye,"['president', 'ppp', 'city', 'tando', 'mir', 'ali', 'ali', 'adv', 'kashif', 'raza', 'banbhan', 'amp', 'respectable', 'syeda', 'nafisa', 'shah', 'jillani', 'salamshaheedbhutto', 'https', 'co', 'cgajkye']","['presid', 'ppp', 'citi', 'tando', 'mir', 'ali', 'ali', 'adv', 'kashif', 'raza', 'banbhan', 'amp', 'respect', 'syeda', 'nafisa', 'shah', 'jillani', 'salamshaheedbhutto', 'http', 'co', 'cgajky']",presid ppp citi tando mir ali ali adv kashif raza banbhan amp respect syeda nafisa shah jillani salamshaheedbhutto http co cgajky,positive,0.97066426
Thu Apr 04 21:07:37 +0000 2024,ppp,@DPP_PPP Masyallah suadah hari ke 25 ,@Dpp_ppp masyallah suadah day 25,masyallah suadah day ,masyallah suadah day ,masyallah suadah day,"['masyallah', 'suadah', 'day']","['masyallah', 'suadah', 'day']",masyallah suadah day,positive,0.99999994
Thu Apr 04 21:04:42 +0000 2024,ppp,President PPP City Tando Mir Ali Adv Kashif Raza Banbhan to present Congratulate to Boss Barister Zamir Ghumro Sb #PPP Senator @zamirghumro @ShahNafisa https://t.co/aEq36S7Jdv,President PPP City Tando Mir Ali Adv Kashif Raza Banbhan to Present Congratulate to Boss Barister Zamir Ghumro SB #PPP Senator @zamirghumro @shahnafisa https://t.co/aeq36s7jdv,President PPP City Tando Mir Ali Adv Kashif Raza Banbhan to Present Congratulate to Boss Barister Zamir Ghumro SB PPP Senatorhttps t co aeqsjdv,president ppp city tando mir ali adv kashif raza banbhan to present congratulate to boss barister zamir ghumro sb ppp senatorhttps t co aeqsjdv,president ppp city tando mir ali adv kashif raza banbhan present congratulate boss barister zamir ghumro sb ppp senatorhttps co aeqsjdv,"['president', 'ppp', 'city', 'tando', 'mir', 'ali', 'adv', 'kashif', 'raza', 'banbhan', 'present', 'congratulate', 'boss', 'barister', 'zamir', 'ghumro', 'sb', 'ppp', 'senatorhttps', 'co', 'aeqsjdv']","['presid', 'ppp', 'citi', 'tando', 'mir', 'ali', 'adv', 'kashif', 'raza', 'banbhan', 'present', 'congratul', 'boss', 'barist', 'zamir', 'ghumro', 'sb', 'ppp', 'senatorhttp', 'co', 'aeqsjdv']",presid ppp citi tando mir ali adv kashif raza banbhan present congratul boss barist zamir ghumro sb ppp senatorhttp co aeqsjdv,positive,0.9999364
Thu Apr 04 21:00:50 +0000 2024,ppp,@lovessoonyoungg ppp jejak,@lovessoonyoungg PPP Traces,PPP Traces,ppp traces,ppp traces,"['ppp', 'traces']","['ppp', 'trace']",ppp trace,negative,0.09188246
Thu Apr 04 20:58:30 +0000 2024,ppp,@iceteutix bolehh kaa dm ajaaa,@iceteutix may be dmaaa,may be dmaaa,may be dmaaa,may dmaaa,"['may', 'dmaaa']","['may', 'dmaaa']",may dmaaa,positive,1
