created_at,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean
Mon Mar 25 22:02:57 +0000 2024,@MTaufiq_NTB PDIP Kehilangan 19 kursi masih pemenang lha Demokrat bentar lagi jadi AMPAS...,@Mtaufiq_ntb PDIP lost 19 seats still the winner of the Democratic Democrats soon became the pulp ...,PDIP lost  seats still the winner of the Democratic Democrats soon became the pulp,pdip lost  seats still the winner of the democratic democrats soon became the pulp,pdip lost seats still winner democratic democrats soon became pulp,"['pdip', 'lost', 'seats', 'still', 'winner', 'democratic', 'democrats', 'soon', 'became', 'pulp']","['pdip', 'lost', 'seat', 'still', 'winner', 'democrat', 'democrat', 'soon', 'becam', 'pulp']",pdip lost seat still winner democrat democrat soon becam pulp
Mon Mar 25 22:02:52 +0000 2024,@dirhaojo YA ALLAH.... BUN KENAPA BIASKU 3-3NYA PDIP jeongcheolwon tinggal mingyu harapan gue tp paling dibunuh freya besok pagi️ WKWKWKWK /otw baca full/,@dirhaojo O Allah .... bun why is my bias 3-3 PDIP Jeongcheolwon just Mingyu my hope but the most killed Freya tomorrow morning wkwkwkwk /otw read full /,O Allah bun why is my bias   PDIP Jeongcheolwon just Mingyu my hope but the most killed Freya tomorrow morning wkwkwkwk otw read full,o allah bun why is my bias   pdip jeongcheolwon just mingyu my hope but the most killed freya tomorrow morning wkwkwkwk otw read full,allah bun bias pdip jeongcheolwon mingyu hope killed freya tomorrow morning wkwkwkwk otw read full,"['allah', 'bun', 'bias', 'pdip', 'jeongcheolwon', 'mingyu', 'hope', 'killed', 'freya', 'tomorrow', 'morning', 'wkwkwkwk', 'otw', 'read', 'full']","['allah', 'bun', 'bia', 'pdip', 'jeongcheolwon', 'mingyu', 'hope', 'kill', 'freya', 'tomorrow', 'morn', 'wkwkwkwk', 'otw', 'read', 'full']",allah bun bia pdip jeongcheolwon mingyu hope kill freya tomorrow morn wkwkwkwk otw read full
Mon Mar 25 22:02:37 +0000 2024,Profil Junimart Girsang Anggota DPR RI Fraksi PDIP Kritik Keras AHY saat Paparkan Rencana Kerja https://t.co/dMgOkJOuJE,Profile of Junimart Girsang Member of the Indonesian Parliament PDIP Faction Criticism AHY when describing a work plan https://t.co/dmgokjouje,Profile of Junimart Girsang Member of the Indonesian Parliament PDIP Faction Criticism AHY when describing a work plan https t co dmgokjouje,profile of junimart girsang member of the indonesian parliament pdip faction criticism ahy when describing a work plan https t co dmgokjouje,profile junimart girsang member indonesian parliament pdip faction criticism ahy describing work plan https co dmgokjouje,"['profile', 'junimart', 'girsang', 'member', 'indonesian', 'parliament', 'pdip', 'faction', 'criticism', 'ahy', 'describing', 'work', 'plan', 'https', 'co', 'dmgokjouje']","['profil', 'junimart', 'girsang', 'member', 'indonesian', 'parliament', 'pdip', 'faction', 'critic', 'ahi', 'describ', 'work', 'plan', 'http', 'co', 'dmgokjouj']",profil junimart girsang member indonesian parliament pdip faction critic ahi describ work plan http co dmgokjouj
Mon Mar 25 22:02:14 +0000 2024,@DoankWarto Wajar lah PDIP terlalu sombong,@Doankwarto it is natural that PDIP is too arrogant,it is natural that PDIP is too arrogant,it is natural that pdip is too arrogant,natural pdip arrogant,"['natural', 'pdip', 'arrogant']","['natur', 'pdip', 'arrog']",natur pdip arrog
Mon Mar 25 22:01:08 +0000 2024,Hasto Kristiyanto Beri Peringatan Keras untuk Golkar PDIP Siap Berperang https://t.co/iysqG1iFbp,Hasto Kristiyanto gave a stern warning to Golkar PDIP ready to fight https://t.co/iysqg1ifbp,Hasto Kristiyanto gave a stern warning to Golkar PDIP ready to fight https t co iysqgifbp,hasto kristiyanto gave a stern warning to golkar pdip ready to fight https t co iysqgifbp,hasto kristiyanto gave stern warning golkar pdip ready fight https co iysqgifbp,"['hasto', 'kristiyanto', 'gave', 'stern', 'warning', 'golkar', 'pdip', 'ready', 'fight', 'https', 'co', 'iysqgifbp']","['hasto', 'kristiyanto', 'gave', 'stern', 'warn', 'golkar', 'pdip', 'readi', 'fight', 'http', 'co', 'iysqgifbp']",hasto kristiyanto gave stern warn golkar pdip readi fight http co iysqgifbp
Mon Mar 25 22:00:16 +0000 2024,@mushycarat LU BACA DULUUUUUUUU udah baca belom? kata gw kalo dah baca lu gak akan mau sama coups atau sama han PDIP ALIAS REDFLAGGG oh sama kalo mau liat extra nya buka HT ini #korpagverse,"@mushycarat you read it first, have you read it yet?I said, if you read you, you won't want to be the same as the coups or the same as PDIP, aka Redflaggg, the same if you want to see the extra, open this HT #korpagverse",you read it first have you read it yet I said if you read you you won t want to be the same as the coups or the same as PDIP aka Redflaggg the same if you want to see the extra open this HT korpagverse,you read it first have you read it yet i said if you read you you won t want to be the same as the coups or the same as pdip aka redflaggg the same if you want to see the extra open this ht korpagverse,read first read yet said read want coups pdip aka redflaggg want see extra open ht korpagverse,"['read', 'first', 'read', 'yet', 'said', 'read', 'want', 'coups', 'pdip', 'aka', 'redflaggg', 'want', 'see', 'extra', 'open', 'ht', 'korpagverse']","['read', 'first', 'read', 'yet', 'said', 'read', 'want', 'coup', 'pdip', 'aka', 'redflaggg', 'want', 'see', 'extra', 'open', 'ht', 'korpagvers']",read first read yet said read want coup pdip aka redflaggg want see extra open ht korpagvers
Mon Mar 25 21:57:25 +0000 2024,@detikcom Yg jelas jabatan sekjen PDIP untuk Hasto terancam ,@detikcom The clear position of PDIP Secretary General for Hasto is threatened,The clear position of PDIP Secretary General for Hasto is threatened,the clear position of pdip secretary general for hasto is threatened,clear position pdip secretary general hasto threatened,"['clear', 'position', 'pdip', 'secretary', 'general', 'hasto', 'threatened']","['clear', 'posit', 'pdip', 'secretari', 'gener', 'hasto', 'threaten']",clear posit pdip secretari gener hasto threaten
Mon Mar 25 21:47:18 +0000 2024,@detikcom Mereka kecewa jagoanya kalah dan tak berkuasa lagi saatnya pdip enyah dari pemerintahan,@detikcom they are disappointed to lose and no longer rule time is the time for PDIP to the government,they are disappointed to lose and no longer rule time is the time for PDIP to the government,they are disappointed to lose and no longer rule time is the time for pdip to the government,disappointed lose longer rule time time pdip government,"['disappointed', 'lose', 'longer', 'rule', 'time', 'time', 'pdip', 'government']","['disappoint', 'lose', 'longer', 'rule', 'time', 'time', 'pdip', 'govern']",disappoint lose longer rule time time pdip govern
Mon Mar 25 21:42:08 +0000 2024,@Miduk17 KADER TERBAIK PDIP ,@Miduk17 Best PDIP Cadre,Best PDIP Cadre,best pdip cadre,best pdip cadre,"['best', 'pdip', 'cadre']","['best', 'pdip', 'cadr']",best pdip cadr
Mon Mar 25 21:39:05 +0000 2024,@MohammadKhafid3 Gak mungkinlah PDIP berani hak angket . Tacutttttt,@Mohammadkhafid3 It is impossible for PDIP to be brave in questionnaire rights.TACUTTTTTTT,It is impossible for PDIP to be brave in questionnaire rights TACUTTTTTTT,it is impossible for pdip to be brave in questionnaire rights tacuttttttt,impossible pdip brave questionnaire rights tacuttttttt,"['impossible', 'pdip', 'brave', 'questionnaire', 'rights', 'tacuttttttt']","['imposs', 'pdip', 'brave', 'questionnair', 'right', 'tacuttttttt']",imposs pdip brave questionnair right tacuttttttt
Mon Mar 25 21:34:43 +0000 2024,@Raka_HI12 @illussatire @PolJokesID Info A2 dari Kader Pusat. PDIP klo mau masuk Kabinet dikasih jatah 4 menteri tinggal nunggu Komando Emak soalnya PDIP dianggap penghalang klo Oposisi kata kader Elit Pemenang. Makanya dibujuk terus. Harapan gw PDI dan PKS ttp Oposisi biar rakyat yg diuntungkan. ,"@Raka_hi12 @illussatire @poljokesid info A2 from the central cadre.PDIP if you want to enter the cabinet, given 4 ministers, just wait for the command of the mother because the PDIP is considered a barrier if the opposition said the elite cadre of the winner.So keep persuaded.My hope is that PDI and PKS are opposition so that the people will benefit.",info A from the central cadre PDIP if you want to enter the cabinet given  ministers just wait for the command of the mother because the PDIP is considered a barrier if the opposition said the elite cadre of the winner So keep persuaded My hope is that PDI and PKS are opposition so that the people will benefit,info a from the central cadre pdip if you want to enter the cabinet given  ministers just wait for the command of the mother because the pdip is considered a barrier if the opposition said the elite cadre of the winner so keep persuaded my hope is that pdi and pks are opposition so that the people will benefit,info central cadre pdip want enter cabinet given ministers wait command mother pdip considered barrier opposition said elite cadre winner keep persuaded hope pdi pks opposition people benefit,"['info', 'central', 'cadre', 'pdip', 'want', 'enter', 'cabinet', 'given', 'ministers', 'wait', 'command', 'mother', 'pdip', 'considered', 'barrier', 'opposition', 'said', 'elite', 'cadre', 'winner', 'keep', 'persuaded', 'hope', 'pdi', 'pks', 'opposition', 'people', 'benefit']","['info', 'central', 'cadr', 'pdip', 'want', 'enter', 'cabinet', 'given', 'minist', 'wait', 'command', 'mother', 'pdip', 'consid', 'barrier', 'opposit', 'said', 'elit', 'cadr', 'winner', 'keep', 'persuad', 'hope', 'pdi', 'pk', 'opposit', 'peopl', 'benefit']",info central cadr pdip want enter cabinet given minist wait command mother pdip consid barrier opposit said elit cadr winner keep persuad hope pdi pk opposit peopl benefit
Mon Mar 25 21:28:20 +0000 2024,@hipohan Lagian ngapain takut sama org yg udah mau lengser sih. Anaknya tenggelemin aja ntar tengah jalan. Bahaya buat Prabowo dan partai2 besar pendukungnya. Pdip aja dia khianati.,@Hipohan anyway what are you afraid of people who want to be stepping down.His son Tenggelemin is just the road.The danger for Prabowo and the big supporters of his supporters.PDIP he just betrayed.,anyway what are you afraid of people who want to be stepping down His son Tenggelemin is just the road The danger for Prabowo and the big supporters of his supporters PDIP he just betrayed,anyway what are you afraid of people who want to be stepping down his son tenggelemin is just the road the danger for prabowo and the big supporters of his supporters pdip he just betrayed,anyway afraid people want stepping son tenggelemin road danger prabowo big supporters supporters pdip betrayed,"['anyway', 'afraid', 'people', 'want', 'stepping', 'son', 'tenggelemin', 'road', 'danger', 'prabowo', 'big', 'supporters', 'supporters', 'pdip', 'betrayed']","['anyway', 'afraid', 'peopl', 'want', 'step', 'son', 'tenggelemin', 'road', 'danger', 'prabowo', 'big', 'support', 'support', 'pdip', 'betray']",anyway afraid peopl want step son tenggelemin road danger prabowo big support support pdip betray
Mon Mar 25 21:23:51 +0000 2024,@kumparan Yg jelas PDIP kalah berkat andil besar model Hasto ini nihh...,@Clear PDIP PDIP Lose thanks to the big part of this Hasto model ...,PDIP PDIP Lose thanks to the big part of this Hasto model,pdip pdip lose thanks to the big part of this hasto model,pdip pdip lose thanks big part hasto model,"['pdip', 'pdip', 'lose', 'thanks', 'big', 'part', 'hasto', 'model']","['pdip', 'pdip', 'lose', 'thank', 'big', 'part', 'hasto', 'model']",pdip pdip lose thank big part hasto model
Mon Mar 25 21:22:46 +0000 2024,@embah72 Baguslah kembali le stelan awal. Sejak MASA ORBA (nama saat itu PDI) sampai sekarang hanya 2 kali emanag Pilpres dg Capres JOKO WIDODO. Momentum kemenangan itu karna seluruh elemen masyarakat INGIN PERUBAHAN dan lebih memilih sosok JOKOWI Keputusan semua Pada PDIP ,@Embah72 good back lewar.Since the New Order (the name at that time PDI) until now only 2 times the Presidential Election with Presidential Candidate Joko Widodo.The momentum of victory is because all elements of society want to change and prefer the figure of Jokowi all decisions to PDIP,good back lewar Since the New Order the name at that time PDI until now only  times the Presidential Election with Presidential Candidate Joko Widodo The momentum of victory is because all elements of society want to change and prefer the figure of Jokowi all decisions to PDIP,good back lewar since the new order the name at that time pdi until now only  times the presidential election with presidential candidate joko widodo the momentum of victory is because all elements of society want to change and prefer the figure of jokowi all decisions to pdip,good back lewar since new order name time pdi times presidential election presidential candidate joko widodo momentum victory elements society want change prefer figure jokowi decisions pdip,"['good', 'back', 'lewar', 'since', 'new', 'order', 'name', 'time', 'pdi', 'times', 'presidential', 'election', 'presidential', 'candidate', 'joko', 'widodo', 'momentum', 'victory', 'elements', 'society', 'want', 'change', 'prefer', 'figure', 'jokowi', 'decisions', 'pdip']","['good', 'back', 'lewar', 'sinc', 'new', 'order', 'name', 'time', 'pdi', 'time', 'presidenti', 'elect', 'presidenti', 'candid', 'joko', 'widodo', 'momentum', 'victori', 'element', 'societi', 'want', 'chang', 'prefer', 'figur', 'jokowi', 'decis', 'pdip']",good back lewar sinc new order name time pdi time presidenti elect presidenti candid joko widodo momentum victori element societi want chang prefer figur jokowi decis pdip
Mon Mar 25 21:19:41 +0000 2024,@xyxncyn1 @Miduk17 @SilverR49571250 @aniesbaswedan Dia ini buzzer pdip,@xyxncyn1 @miduk17 @silverr49571250 @aniesbaswedan he is a buzzer pdip,he is a buzzer pdip,he is a buzzer pdip,buzzer pdip,"['buzzer', 'pdip']","['buzzer', 'pdip']",buzzer pdip
Mon Mar 25 21:17:24 +0000 2024,@el_avraham Historia lebih ke 03 sih. Soalnya foundermya caleg PDIP.,@el_avraham Historia is more 03.Because the foundermya of PDIP candidates.,Historia is more  Because the foundermya of PDIP candidates,historia is more  because the foundermya of pdip candidates,historia foundermya pdip candidates,"['historia', 'foundermya', 'pdip', 'candidates']","['historia', 'foundermya', 'pdip', 'candid']",historia foundermya pdip candid
Mon Mar 25 21:14:10 +0000 2024,PPP Tak Lolos ke Senayan PDIP Singgung Jokowi https://t.co/InQRMbjA82 #Pemilu,"PPP did not qualify for Senayan PDIP, offend Jokowi https://t.co/inqrmbja82 #pemilu",PPP did not qualify for Senayan PDIP offend Jokowi https t co inqrmbja pemilu,ppp did not qualify for senayan pdip offend jokowi https t co inqrmbja pemilu,ppp qualify senayan pdip offend jokowi https co inqrmbja pemilu,"['ppp', 'qualify', 'senayan', 'pdip', 'offend', 'jokowi', 'https', 'co', 'inqrmbja', 'pemilu']","['ppp', 'qualifi', 'senayan', 'pdip', 'offend', 'jokowi', 'http', 'co', 'inqrmbja', 'pemilu']",ppp qualifi senayan pdip offend jokowi http co inqrmbja pemilu
Mon Mar 25 21:09:19 +0000 2024,@S4N_W1B1 @AndariasBarus17 @PDI_Perjuangan Terus masih juara kenapa harus panik begitu bos ? Pak jokowi yg difitnah sana sini aja masih bisa nyantai kenapa PDIP yg tebar narasi malah seperti yg kebakaran jenggot,@S4n_w1b1 @andariasbarus17 @pdi_perjuangan continues to still champion why you have to panic so boss?Pak Jokowi who was slandered here and there could still relax why PDIP who spread narratives instead like the beard fire,continues to still champion why you have to panic so boss Pak Jokowi who was slandered here and there could still relax why PDIP who spread narratives instead like the beard fire,continues to still champion why you have to panic so boss pak jokowi who was slandered here and there could still relax why pdip who spread narratives instead like the beard fire,continues still champion panic boss jokowi slandered could still relax pdip spread narratives instead like beard fire,"['continues', 'still', 'champion', 'panic', 'boss', 'jokowi', 'slandered', 'could', 'still', 'relax', 'pdip', 'spread', 'narratives', 'instead', 'like', 'beard', 'fire']","['continu', 'still', 'champion', 'panic', 'boss', 'jokowi', 'slander', 'could', 'still', 'relax', 'pdip', 'spread', 'narr', 'instead', 'like', 'beard', 'fire']",continu still champion panic boss jokowi slander could still relax pdip spread narr instead like beard fire
Mon Mar 25 21:06:21 +0000 2024,Ingat pdip kau menang pileg banyak rakyat yg kau beli rakyat kau beli rakyat masih belum paham politik mudah kau atur2,"Remember PDIP you win the legislative elections, many people you buy people you buy people still do not understand politics, you are easy to set",Remember PDIP you win the legislative elections many people you buy people you buy people still do not understand politics you are easy to set,remember pdip you win the legislative elections many people you buy people you buy people still do not understand politics you are easy to set,remember pdip win legislative elections many people buy people buy people still understand politics easy set,"['remember', 'pdip', 'win', 'legislative', 'elections', 'many', 'people', 'buy', 'people', 'buy', 'people', 'still', 'understand', 'politics', 'easy', 'set']","['rememb', 'pdip', 'win', 'legisl', 'elect', 'mani', 'peopl', 'buy', 'peopl', 'buy', 'peopl', 'still', 'understand', 'polit', 'easi', 'set']",rememb pdip win legisl elect mani peopl buy peopl buy peopl still understand polit easi set
Mon Mar 25 21:03:20 +0000 2024,@S4N_W1B1 @PDI_Perjuangan Hahaha lucu ternyata PDIP mulai menampakan ke aslian nya tukang tebar narasi tanpa bukti,@S4n_w1b1 @pdi_perjuangan hahaha funny it turns out that PDIP starts to appear to the authenticity of narratives without evidence,hahaha funny it turns out that PDIP starts to appear to the authenticity of narratives without evidence,hahaha funny it turns out that pdip starts to appear to the authenticity of narratives without evidence,hahaha funny turns pdip starts appear authenticity narratives without evidence,"['hahaha', 'funny', 'turns', 'pdip', 'starts', 'appear', 'authenticity', 'narratives', 'without', 'evidence']","['hahaha', 'funni', 'turn', 'pdip', 'start', 'appear', 'authent', 'narr', 'without', 'evid']",hahaha funni turn pdip start appear authent narr without evid
Mon Mar 25 21:02:02 +0000 2024,Guns N' Roses - PDIP https://t.co/sPfiD3sPQ3,Guns N 'Roses - PDIP https://t.co/spfid3Spq3,Guns N Roses PDIP https t co spfidSpq,guns n roses pdip https t co spfidspq,guns n roses pdip https co spfidspq,"['guns', 'n', 'roses', 'pdip', 'https', 'co', 'spfidspq']","['gun', 'n', 'rose', 'pdip', 'http', 'co', 'spfidspq']",gun n rose pdip http co spfidspq
Mon Mar 25 21:01:46 +0000 2024,@detikcom Memang benar itu terjadi dan inilah jika hukum Lolong dan yang cacat hukum di selamatkan menjadi bumerang bagi demokrasi di Indonesia Tapi kami tetap setia PDIP karena di antara partai politik hanya partai PDIP yang berjuang untuk rakyat,@detikcom it is true that it happened and this is if the law of Lolong and legally flawed is saved to backfire for democracy in Indonesia but we remain loyal to PDIP because among the political parties only the PDIP party is fighting for the people,it is true that it happened and this is if the law of Lolong and legally flawed is saved to backfire for democracy in Indonesia but we remain loyal to PDIP because among the political parties only the PDIP party is fighting for the people,it is true that it happened and this is if the law of lolong and legally flawed is saved to backfire for democracy in indonesia but we remain loyal to pdip because among the political parties only the pdip party is fighting for the people,true happened law lolong legally flawed saved backfire democracy indonesia remain loyal pdip among political parties pdip party fighting people,"['true', 'happened', 'law', 'lolong', 'legally', 'flawed', 'saved', 'backfire', 'democracy', 'indonesia', 'remain', 'loyal', 'pdip', 'among', 'political', 'parties', 'pdip', 'party', 'fighting', 'people']","['true', 'happen', 'law', 'lolong', 'legal', 'flaw', 'save', 'backfir', 'democraci', 'indonesia', 'remain', 'loyal', 'pdip', 'among', 'polit', 'parti', 'pdip', 'parti', 'fight', 'peopl']",true happen law lolong legal flaw save backfir democraci indonesia remain loyal pdip among polit parti pdip parti fight peopl
