created_at,full_text,translate,clean_tweet,lower,stopword,tokenize,stemmed,clean
Mon Mar 25 23:20:31 +0000 2024,@H4T14K4LN4L42 @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN @PDemokrat @KPU_ID @bawaslu_RI Itu kayanya sih Hoax disitu ada Ceu popong Djungjunan berarti itu thn 2014,@H4t14k4ln4l42 @prabowo @jokowi @gerindra @partaigolkar @partaipan @pdemokrat @kpu_id @bawaslu_ri it seems to be a hoax there there is ceu popong djungjunan means it is 2014,it seems to be a hoax there there is ceu popong djungjunan means it is ,it seems to be a hoax there there is ceu popong djungjunan means it is ,seems hoax ceu popong djungjunan means,"['seems', 'hoax', 'ceu', 'popong', 'djungjunan', 'means']","['seem', 'hoax', 'ceu', 'popong', 'djungjunan', 'mean']",seem hoax ceu popong djungjunan mean
Mon Mar 25 23:16:44 +0000 2024,@pgmoraaji @prabowo @gibran_tweet @PartaiSocmed @Gerindra Bisa mimpin sholat gak dia Gus,@pgmoraaji @prabowo @gibran_tweet @partaisocmed @gerindra can lead the prayer or not he is Gus,can lead the prayer or not he is Gus,can lead the prayer or not he is gus,lead prayer gus,"['lead', 'prayer', 'gus']","['lead', 'prayer', 'gu']",lead prayer gu
Mon Mar 25 23:01:11 +0000 2024,PDI-P dan Gerindra bersaing ketat di Dapil Jatim I baik untuk pilihan DPR maupun DPRD. https://t.co/HH7Lt5lI8g #Riset #AdadiKompas,PDI-P and Gerindra are competing in East Java Electoral District I both for the choice of DPR and DPRD.https://t.co/hh7lt5li8g #riset #adadikompas,PDI P and Gerindra are competing in East Java Electoral District I both for the choice of DPand DPRD https t co hhltlig riset adadikompas,pdi p and gerindra are competing in east java electoral district i both for the choice of dpand dprd https t co hhltlig riset adadikompas,pdi p gerindra competing east java electoral district choice dpand dprd https co hhltlig riset adadikompas,"['pdi', 'p', 'gerindra', 'competing', 'east', 'java', 'electoral', 'district', 'choice', 'dpand', 'dprd', 'https', 'co', 'hhltlig', 'riset', 'adadikompas']","['pdi', 'p', 'gerindra', 'compet', 'east', 'java', 'elector', 'district', 'choic', 'dpand', 'dprd', 'http', 'co', 'hhltlig', 'riset', 'adadikompa']",pdi p gerindra compet east java elector district choic dpand dprd http co hhltlig riset adadikompa
Mon Mar 25 23:01:04 +0000 2024,PDI-P dan Gerindra bersaing ketat di Dapil Jatim I baik untuk pilihan DPR maupun DPRD. https://t.co/2dUImUNHBq #Riset #AdadiKompas,PDI-P and Gerindra are competing in East Java Electoral District I both for the choice of DPR and DPRD.https://t.co/2DUIMUNHBQ #RISET #ADADIKOMPAS,PDI P and Gerindra are competing in East Java Electoral District I both for the choice of DPand DPRD https t co DUIMUNHBQ RISET ADADIKOMPAS,pdi p and gerindra are competing in east java electoral district i both for the choice of dpand dprd https t co duimunhbq riset adadikompas,pdi p gerindra competing east java electoral district choice dpand dprd https co duimunhbq riset adadikompas,"['pdi', 'p', 'gerindra', 'competing', 'east', 'java', 'electoral', 'district', 'choice', 'dpand', 'dprd', 'https', 'co', 'duimunhbq', 'riset', 'adadikompas']","['pdi', 'p', 'gerindra', 'compet', 'east', 'java', 'elector', 'district', 'choic', 'dpand', 'dprd', 'http', 'co', 'duimunhbq', 'riset', 'adadikompa']",pdi p gerindra compet east java elector district choic dpand dprd http co duimunhbq riset adadikompa
Mon Mar 25 22:53:15 +0000 2024,@mulanbilqis Padahal PSI kampanye gede2an bahkan lebih marak dari parte gerindra berdagang menggeber nama wiwi disetiap kampanye tp hasilnya gk jauh beda sama perolehan yg lama malahan yg sekarang ini manen cibiran disukur2in krn stagnan suaranya. Kapok gak lu,"@mulanbilqis even though the PSI campaign is big, even more widespread than the Gerindra parte trading, the name of Wiwi in every campaign but the results are not much different from the old acquisition.Kapok or not",even though the PSI campaign is big even more widespread than the Gerindra parte trading the name of Wiwi in every campaign but the results are not much different from the old acquisition Kapok or not,even though the psi campaign is big even more widespread than the gerindra parte trading the name of wiwi in every campaign but the results are not much different from the old acquisition kapok or not,even though psi campaign big even widespread gerindra parte trading name wiwi every campaign results much different old acquisition,"['even', 'though', 'psi', 'campaign', 'big', 'even', 'widespread', 'gerindra', 'parte', 'trading', 'name', 'wiwi', 'every', 'campaign', 'results', 'much', 'different', 'old', 'acquisition']","['even', 'though', 'psi', 'campaign', 'big', 'even', 'widespread', 'gerindra', 'part', 'trade', 'name', 'wiwi', 'everi', 'campaign', 'result', 'much', 'differ', 'old', 'acquisit']",even though psi campaign big even widespread gerindra part trade name wiwi everi campaign result much differ old acquisit
Mon Mar 25 22:52:50 +0000 2024,@goodfines @Jominangg Satu lagi mungkin mas nya nggak tau 3 besar DPR Sumbar yg lolos ke senayan semuanya dari koalisi 02 (Andre - Gerindra Arizal-PAN Mulyadi-Demokrat).,"@goodfines @jominangg one, maybe the mas doesn't know the top 3 West Sumatra DPR who qualify for Senayan all from the 02 coalition (Andre-Gerindra Arizal-Pan Mulyadi-Democrat).",one maybe the mas doesn t know the top  West Sumatra DPwho qualify for Senayan all from the  coalition Andre Gerindra Arizal Pan Mulyadi Democrat,one maybe the mas doesn t know the top  west sumatra dpwho qualify for senayan all from the  coalition andre gerindra arizal pan mulyadi democrat,one maybe mas know top west sumatra dpwho qualify senayan coalition andre gerindra arizal pan mulyadi democrat,"['one', 'maybe', 'mas', 'know', 'top', 'west', 'sumatra', 'dpwho', 'qualify', 'senayan', 'coalition', 'andre', 'gerindra', 'arizal', 'pan', 'mulyadi', 'democrat']","['one', 'mayb', 'ma', 'know', 'top', 'west', 'sumatra', 'dpwho', 'qualifi', 'senayan', 'coalit', 'andr', 'gerindra', 'ariz', 'pan', 'mulyadi', 'democrat']",one mayb ma know top west sumatra dpwho qualifi senayan coalit andr gerindra ariz pan mulyadi democrat
Mon Mar 25 22:51:38 +0000 2024,@H4T14K4LN4L42 @abu_waras @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN sangat sangat setujuuu,@H4t14k4ln4l42 @abu_waras @prabowo @jokowi @gerindra @partaigolkar @partaipan strongly agrees,strongly agrees,strongly agrees,strongly agrees,"['strongly', 'agrees']","['strongli', 'agre']",strongli agre
Mon Mar 25 22:40:21 +0000 2024,@goodfines @Jominangg Kata siapa Sumbar kaget? biasa aja. Pileg di Sumbar : DPR RI : Nasdem DPRD I : PKS dan Gerindra DPRD II : Golkar Fakta sejarah di Sumbar : Setelah Masyumi 1955 partai Islam nggak pernah menang di Sumbar Pileg DPRD I nggak pernah linear dg Pilgub (PDIP menang Pilgub 2005),@goodfines @jominangg said who West Sumatra was shocked?Just the same.Pileg in West Sumatra: DPR RI: Nasdem DPRD I: PKS and Gerindra DPRD II: Golkar Historical Facts in West Sumatra: After Masyumi 1955 Islamic Party never won in West Sumatra Pileg DPRD I never linear with Pilgub (PDIP won the 2005 Pilgub),said who West Sumatra was shocked Just the same Pileg in West Sumatra DPRI Nasdem DPRD I PKS and Gerindra DPRD II Golkar Historical Facts in West Sumatra After Masyumi  Islamic Party never won in West Sumatra Pileg DPRD I never linear with Pilgub PDIP won the  Pilgub,said who west sumatra was shocked just the same pileg in west sumatra dpri nasdem dprd i pks and gerindra dprd ii golkar historical facts in west sumatra after masyumi  islamic party never won in west sumatra pileg dprd i never linear with pilgub pdip won the  pilgub,said west sumatra shocked pileg west sumatra dpri nasdem dprd pks gerindra dprd ii golkar historical facts west sumatra masyumi islamic party never west sumatra pileg dprd never linear pilgub pdip pilgub,"['said', 'west', 'sumatra', 'shocked', 'pileg', 'west', 'sumatra', 'dpri', 'nasdem', 'dprd', 'pks', 'gerindra', 'dprd', 'ii', 'golkar', 'historical', 'facts', 'west', 'sumatra', 'masyumi', 'islamic', 'party', 'never', 'west', 'sumatra', 'pileg', 'dprd', 'never', 'linear', 'pilgub', 'pdip', 'pilgub']","['said', 'west', 'sumatra', 'shock', 'pileg', 'west', 'sumatra', 'dpri', 'nasdem', 'dprd', 'pk', 'gerindra', 'dprd', 'ii', 'golkar', 'histor', 'fact', 'west', 'sumatra', 'masyumi', 'islam', 'parti', 'never', 'west', 'sumatra', 'pileg', 'dprd', 'never', 'linear', 'pilgub', 'pdip', 'pilgub']",said west sumatra shock pileg west sumatra dpri nasdem dprd pk gerindra dprd ii golkar histor fact west sumatra masyumi islam parti never west sumatra pileg dprd never linear pilgub pdip pilgub
Mon Mar 25 22:35:12 +0000 2024,@H4T14K4LN4L42 @abu_waras @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN Menyala abahku @aniesbaswedan,@H4t14k4ln4l42 @abu_waras @prabowo @jokowi @gerindra @partaigolkar @partaipan burning abahku @aniesbaswedan,burning abahku,burning abahku,burning abahku,"['burning', 'abahku']","['burn', 'abahku']",burn abahku
Mon Mar 25 22:35:09 +0000 2024,@H4T14K4LN4L42 @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN @PDemokrat @KPU_ID @bawaslu_RI kasihan banget ya....hoax2 gini kejadian 10 th lalu diupload,@H4t14k4ln4l42 @prabowo @jokowi @gerindra @partaigolkar @partaipan @pdemokrat @kpu_id @bawaslu_ri really pity huh .... hoax2 like this 10 years then uploaded,really pity huh hoax like this  years then uploaded,really pity huh hoax like this  years then uploaded,really pity huh hoax like years uploaded,"['really', 'pity', 'huh', 'hoax', 'like', 'years', 'uploaded']","['realli', 'piti', 'huh', 'hoax', 'like', 'year', 'upload']",realli piti huh hoax like year upload
Mon Mar 25 22:29:01 +0000 2024,@Juliet_Mike_99 @MasBiiem @kompascom @Yusrilihza_Mhd Masih ketum Gerindra ketua IPSI jadi yg disampaikan bener,@Juliet_mike_99 @masbiiiem @kompascom @yusrilihza_mhd is still ketum Gerindra IPSI Chairperson So what was conveyed was correct,is still ketum Gerindra IPSI Chairperson So what was conveyed was correct,is still ketum gerindra ipsi chairperson so what was conveyed was correct,still ketum gerindra ipsi chairperson conveyed correct,"['still', 'ketum', 'gerindra', 'ipsi', 'chairperson', 'conveyed', 'correct']","['still', 'ketum', 'gerindra', 'ipsi', 'chairperson', 'convey', 'correct']",still ketum gerindra ipsi chairperson convey correct
Mon Mar 25 22:18:35 +0000 2024,@H4T14K4LN4L42 @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN @PDemokrat @KPU_ID @bawaslu_RI Masih bnyak orang Tolok percaya saka hoax.. Kalian benar Bodoh ,@H4t14k4ln4l42 @prabowo @jokowi @gerindra @partaigolkar @partaipan @pdemokrat @kpu_id @bawaslu_ri is still a lot of people to trust saka hoax .. you are really stupid,is still a lot of people to trust saka hoax you are really stupid,is still a lot of people to trust saka hoax you are really stupid,still lot people trust saka hoax really stupid,"['still', 'lot', 'people', 'trust', 'saka', 'hoax', 'really', 'stupid']","['still', 'lot', 'peopl', 'trust', 'saka', 'hoax', 'realli', 'stupid']",still lot peopl trust saka hoax realli stupid
Mon Mar 25 22:18:23 +0000 2024,@H4T14K4LN4L42 @abu_waras @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN Betul sekali .. Anies adalah Tokoh yg di takuti sama rezim jokowi firaun dkk nya ..( Oligarki Kapitalis Penjilat Buzzer China Komunis Aseng + 9 Naga ). @jokowi @KSPgoid @luhut_binsar @bahlillahadalia @prabowo @KejaksaanRI @KPK_RI @ListyoSigitP @Puspen_TNI,@H4t14k4ln4l42 @abu_waras @prabowo @jokowi @gerindra @partaigolkar @partaipan is very correct .. Anies is a figure who was feared by the Jokowi Pharaoh's regime et al.@jokowi @kspgoid @luhut_binsar @bahlillahadalia @prabowo @kejakakaanri @kpk_ri @listyosigitp @puspen_tni,is very correct Anies is a figure who was feared by the Jokowi Pharaoh s regime et al tni,is very correct anies is a figure who was feared by the jokowi pharaoh s regime et al tni,correct anies figure feared jokowi pharaoh regime et al tni,"['correct', 'anies', 'figure', 'feared', 'jokowi', 'pharaoh', 'regime', 'et', 'al', 'tni']","['correct', 'ani', 'figur', 'fear', 'jokowi', 'pharaoh', 'regim', 'et', 'al', 'tni']",correct ani figur fear jokowi pharaoh regim et al tni
Mon Mar 25 22:17:08 +0000 2024,Teka-teki Penyebab Ahok Hengkang dari Gerindra Terjawab Sahabat: Ada Rasa Kecewa Sungkan dan Malu https://t.co/fQoofoZgNc,The puzzle of the cause of Ahok leaving from Gerindra answered Friends: There is a feeling of disappointment and shame https://t.co/fqoofozgnc,The puzzle of the cause of Ahok leaving from Gerindra answered Friends There is a feeling of disappointment and shame https t co fqoofozgnc,the puzzle of the cause of ahok leaving from gerindra answered friends there is a feeling of disappointment and shame https t co fqoofozgnc,puzzle cause ahok leaving gerindra answered friends feeling disappointment shame https co fqoofozgnc,"['puzzle', 'cause', 'ahok', 'leaving', 'gerindra', 'answered', 'friends', 'feeling', 'disappointment', 'shame', 'https', 'co', 'fqoofozgnc']","['puzzl', 'caus', 'ahok', 'leav', 'gerindra', 'answer', 'friend', 'feel', 'disappoint', 'shame', 'http', 'co', 'fqoofozgnc']",puzzl caus ahok leav gerindra answer friend feel disappoint shame http co fqoofozgnc
Mon Mar 25 22:17:05 +0000 2024,Banyak bgt tuh kader gerindra didalam busettt apa ga panas tuh koalisinya wkwk Demokrat no comment dapet jatah dikit karna udah dikasih menko wkwk 4 partai diluar koalisi dah muncul namanya wkwk tapi no room for pkb pks why? Padahal keduanya juga cukup dkt dgn 08,"There are so many Gerindra cadres in the Busettt, the coalition is not the coalition of Democratic Democrat, no comment, get a little ration because it has been given a minister of 4 parties outside the coalition, but the name is called but no room for PKB PKS why?Even though both are also quite DKT with 08",There are so many Gerindra cadres in the Busettt the coalition is not the coalition of Democratic Democrat no comment get a little ration because it has been given a minister of  parties outside the coalition but the name is called but no room for PKB PKS why Even though both are also quite DKT with ,there are so many gerindra cadres in the busettt the coalition is not the coalition of democratic democrat no comment get a little ration because it has been given a minister of  parties outside the coalition but the name is called but no room for pkb pks why even though both are also quite dkt with ,many gerindra cadres coalition coalition democratic democrat comment get little ration given minister parties outside coalition name called room pkb pks even though also quite dkt,"['many', 'gerindra', 'cadres', 'coalition', 'coalition', 'democratic', 'democrat', 'comment', 'get', 'little', 'ration', 'given', 'minister', 'parties', 'outside', 'coalition', 'name', 'called', 'room', 'pkb', 'pks', 'even', 'though', 'also', 'quite', 'dkt']","['mani', 'gerindra', 'cadr', 'coalit', 'coalit', 'democrat', 'democrat', 'comment', 'get', 'littl', 'ration', 'given', 'minist', 'parti', 'outsid', 'coalit', 'name', 'call', 'room', 'pkb', 'pk', 'even', 'though', 'also', 'quit', 'dkt']",mani gerindra cadr coalit coalit democrat democrat comment get littl ration given minist parti outsid coalit name call room pkb pk even though also quit dkt
Mon Mar 25 22:16:07 +0000 2024,@H4T14K4LN4L42 @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN @PDemokrat @KPU_ID @bawaslu_RI Tahun berapa itu... seneng hoax,@H4t14k4ln4l42 @prabowo @jokowi @gerindra @partaigolkar @partaipan @pdemokrat @kpu_id @bawaslu_ri what year ...,what year,what year,year,['year'],['year'],year
Mon Mar 25 22:15:36 +0000 2024,@singa__gurun @rachlannashidik Ibarat masuk jalan buntu terpaksa jika tdak punya koalisi tidak ikut Pemilu yad terpaksa tutup muka saat masuk koalisi Gerindra.,@singa__Gurun @rachlannashidik is like entering a dead end if he does not have a coalition not to take part in the Election Yad is forced to close his face when he entered the Gerindra coalition.,is like entering a dead end if he does not have a coalition not to take part in the Election Yad is forced to close his face when he entered the Gerindra coalition,is like entering a dead end if he does not have a coalition not to take part in the election yad is forced to close his face when he entered the gerindra coalition,like entering dead end coalition take part election yad forced close face entered gerindra coalition,"['like', 'entering', 'dead', 'end', 'coalition', 'take', 'part', 'election', 'yad', 'forced', 'close', 'face', 'entered', 'gerindra', 'coalition']","['like', 'enter', 'dead', 'end', 'coalit', 'take', 'part', 'elect', 'yad', 'forc', 'close', 'face', 'enter', 'gerindra', 'coalit']",like enter dead end coalit take part elect yad forc close face enter gerindra coalit
Mon Mar 25 22:14:36 +0000 2024,@H4T14K4LN4L42 @prabowo @jokowi @Gerindra @PartaiGolkar @PartaiPAN @PDemokrat @KPU_ID @bawaslu_RI Ini th 2014 bang maaf sy kubu 01 tp gk suka berita yang hoax ,@H4t14k4ln4l42 @prabowo @jokowi @gerindra @partaigolkar @partaipan @pdemokrat @kpu_id @bawaslu_ri this 2014 bang Sorry I can take 01 but I don't like the hoax news,this  bang Sorry I can take  but I don t like the hoax news,this  bang sorry i can take  but i don t like the hoax news,bang sorry take like hoax news,"['bang', 'sorry', 'take', 'like', 'hoax', 'news']","['bang', 'sorri', 'take', 'like', 'hoax', 'news']",bang sorri take like hoax news
Mon Mar 25 22:13:45 +0000 2024,Gimana ini @KPU_ID @Yusrilihza_Mhd @Gerindra @habiburokhman @officialMKRI @DPR_RI @mprgoid @MardaniAliSera @mohmahfudmd @msaid_didu @puanmaharani_ri @hnurwahid @UNHumanRights @KomnasHAM @univ_indonesia @Unair_Official @undip @UGMYogyakarta @itbofficial,How is this @kpu_id @yusrilihza_mhd @gerindra @habiburokhman @officialmkri @dprgoid @mardanialisra @mohmahfudmd @msaid_didu @puanmaharani_ri @hnurwahid @unhumanrights Bofficial,How is thisBofficial,how is thisbofficial,thisbofficial,['thisbofficial'],['thisboffici'],thisboffici
Mon Mar 25 22:09:14 +0000 2024,Gerindra Dikabarkan Sudah Tawarkan Tiga Jabatan Menteri ke PDIP https://t.co/z9qoZBappx https://t.co/z9qoZBappx,Gerindra is reportedly offered three ministerial positions to PDIP https://t.co/z9qozbappx https://t.co/z9qozbappx,Gerindra is reportedly offered three ministerial positions to PDIP https t co zqozbappx https t co zqozbappx,gerindra is reportedly offered three ministerial positions to pdip https t co zqozbappx https t co zqozbappx,gerindra reportedly offered three ministerial positions pdip https co zqozbappx https co zqozbappx,"['gerindra', 'reportedly', 'offered', 'three', 'ministerial', 'positions', 'pdip', 'https', 'co', 'zqozbappx', 'https', 'co', 'zqozbappx']","['gerindra', 'reportedli', 'offer', 'three', 'ministeri', 'posit', 'pdip', 'http', 'co', 'zqozbappx', 'http', 'co', 'zqozbappx']",gerindra reportedli offer three ministeri posit pdip http co zqozbappx http co zqozbappx
Mon Mar 25 22:04:14 +0000 2024,@adnardn itu celana spanduk gerindra ya?,@adnardn is Gerindra banner pants huh?,is Gerindra banner pants huh,is gerindra banner pants huh,gerindra banner pants huh,"['gerindra', 'banner', 'pants', 'huh']","['gerindra', 'banner', 'pant', 'huh']",gerindra banner pant huh
